mu_freq_seq_r	mu_freq_seq_s
0.013888888888888888	0.002777777777777778
0.010666666666666666	0.0026666666666666666
0.01366120218579235	0.00273224043715847
0.0110803324099723	0.00554016620498615
0.008333333333333333	0.013888888888888888
0.002770083102493075	0.00554016620498615
0.005571030640668524	0.002785515320334262
0.01092896174863388	0.00273224043715847
0.005449591280653951	0.0027247956403269754
0.008130081300813009	0.0027100271002710027
0.0028169014084507044	0.005633802816901409
0.01098901098901099	0.0027472527472527475
0.01907356948228883	0.005449591280653951
0.00821917808219178	0
0.005319148936170213	0.005319148936170213
0.013404825737265416	0.002680965147453083
0.005376344086021506	0.005376344086021506
0.0106951871657754	0.0106951871657754
0.008174386920980926	0.010899182561307902
0.0136986301369863	0.00821917808219178
0.01098901098901099	0
0.008264462809917356	0
0.013477088948787063	0
0.0027100271002710027	0
0.0027472527472527475	0.013736263736263736
0.00558659217877095	0.002793296089385475
0.005405405405405406	0.002702702702702703
0.008287292817679558	0.0027624309392265192
0.013736263736263736	0.008241758241758242
0.00273224043715847	0.00546448087431694
0.005376344086021506	0
0.00819672131147541	0.00546448087431694
0.01662049861495845	0.002770083102493075
0.005434782608695652	0.002717391304347826
0.0027548209366391185	0.013774104683195593
0.0055248618784530384	0.0027624309392265192
0.008152173913043478	0.010869565217391304
0.008241758241758242	0.0027472527472527475
0.0027397260273972603	0.0027397260273972603
0.00821917808219178	0.005479452054794521
0.0027397260273972603	0.005479452054794521
0.008174386920980926	0.005449591280653951
0.010958904109589041	0.00821917808219178
0.008108108108108109	0.010810810810810811
0	0.00273224043715847
0.002840909090909091	0.008522727272727272
0.016901408450704224	0.0028169014084507044
0.002793296089385475	0.002793296089385475
0.0027624309392265192	0.011049723756906077
0.002777777777777778	0.011111111111111112
0	0.0027247956403269754
0.005420054200542005	0
0.013550135501355014	0.0027100271002710027
0.008241758241758242	0.0027472527472527475
0.01358695652173913	0.008152173913043478
0.002717391304347826	0
0.00273224043715847	0.00273224043715847
0.010752688172043012	0.002688172043010753
0.010869565217391304	0
0.0055248618784530384	0
0.011019283746556474	0
0.011111111111111112	0.005555555555555556
0.002702702702702703	0.008108108108108109
0.010752688172043012	0
0.002702702702702703	0.002702702702702703
0.008174386920980926	0.005449591280653951
0.013477088948787063	0.0026954177897574125
0.0027247956403269754	0.0027247956403269754
0.005494505494505495	0.0027472527472527475
0.00821917808219178	0.010958904109589041
0.010958904109589041	0.0027397260273972603
0.00273224043715847	0.00273224043715847
0.005449591280653951	0.005449591280653951
0.011049723756906077	0
0.005390835579514825	0.0026954177897574125
0.013477088948787063	0.005390835579514825
0	0.005494505494505495
0.008152173913043478	0.008152173913043478
0.00821917808219178	0.005479452054794521
0.005509641873278237	0.005509641873278237
0.0027247956403269754	0.0027247956403269754
0.00554016620498615	0.00554016620498615
0.011019283746556474	0.0027548209366391185
0.008241758241758242	0.008241758241758242
0.01366120218579235	0.00546448087431694
0.01078167115902965	0.005390835579514825
0.019178082191780823	0.0027397260273972603
0.01098901098901099	0
0.019178082191780823	0.0027397260273972603
0.0027397260273972603	0.0027397260273972603
0.005405405405405406	0.005405405405405406
0.0027397260273972603	0.00821917808219178
0.016574585635359115	0.0027624309392265192
0.005509641873278237	0.0027548209366391185
0.0056022408963585435	0
0.002770083102493075	0
0.0027624309392265192	0.0027624309392265192
0.01358695652173913	0.008152173913043478
0.007978723404255319	0.015957446808510637
0.01098901098901099	0
0.0053475935828877	0
0.008152173913043478	0
0.026595744680851064	0.007978723404255319
0.005479452054794521	0.00821917808219178
0.018617021276595744	0
0.01358695652173913	0
0.005434782608695652	0.010869565217391304
0.008064516129032258	0.005376344086021506
0.00554016620498615	0.00554016620498615
0.0027247956403269754	0.0027247956403269754
0.0055248618784530384	0.013812154696132596
0.008287292817679558	0
0.010958904109589041	0
0.01092896174863388	0
0.00546448087431694	0.00546448087431694
0.005509641873278237	0.0027548209366391185
0.002702702702702703	0.005405405405405406
0.008152173913043478	0.005434782608695652
0.0055248618784530384	0.008287292817679558
0.0027472527472527475	0
0.010899182561307902	0.0027247956403269754
0.008287292817679558	0.0027624309392265192
0.008310249307479225	0.0110803324099723
0.0028169014084507044	0.008450704225352112
0.01639344262295082	0.00819672131147541
0.01092896174863388	0.00273224043715847
0.005509641873278237	0.0027548209366391185
0.011049723756906077	0.0027624309392265192
0.0027548209366391185	0.0027548209366391185
0.008403361344537815	0
0.0055248618784530384	0.0055248618784530384
0.013736263736263736	0.008241758241758242
0.008241758241758242	0.005494505494505495
0.00273224043715847	0.00546448087431694
0	0.0027100271002710027
0.005509641873278237	0.0027548209366391185
0.010958904109589041	0
0.01098901098901099	0.005494505494505495
0.013477088948787063	0.0026954177897574125
0.0056179775280898875	0.0028089887640449437
0.01634877384196185	0
0.00821917808219178	0.00821917808219178
0	0.0027100271002710027
0.005449591280653951	0.005449591280653951
0.008086253369272238	0.008086253369272238
0.013550135501355014	0.005420054200542005
0.01098901098901099	0.008241758241758242
0.008287292817679558	0.008287292817679558
0.01092896174863388	0.00273224043715847
0.008571428571428572	0.002857142857142857
0.016713091922005572	0.002785515320334262
0	0.005494505494505495
0.013736263736263736	0.0027472527472527475
0.002840909090909091	0.002840909090909091
0.008108108108108109	0.005405405405405406
0.02197802197802198	0.005494505494505495
0.0027397260273972603	0
0.010899182561307902	0.005449591280653951
0.024456521739130436	0.005434782608695652
0.005449591280653951	0.0027247956403269754
0.00546448087431694	0.00273224043715847
0.0136986301369863	0
0.005555555555555556	0.011111111111111112
0.0196078431372549	0.0056022408963585435
0.002777777777777778	0.002777777777777778
0.01098901098901099	0
0.005555555555555556	0
0.002777777777777778	0.008333333333333333
0.010810810810810811	0.008108108108108109
0.008287292817679558	0.008287292817679558
0.010869565217391304	0.008152173913043478
0.01366120218579235	0.00546448087431694
0.0027472527472527475	0.0027472527472527475
0.010958904109589041	0
0.013850415512465374	0.00554016620498615
0.008108108108108109	0.002702702702702703
0.01366120218579235	0.00546448087431694
0.011049723756906077	0
0.016216216216216217	0.005405405405405406
0.011111111111111112	0.002777777777777778
0.01098901098901099	0.005494505494505495
0.01092896174863388	0.00273224043715847
0.00819672131147541	0
0.008356545961002786	0
0.0056022408963585435	0.008403361344537815
0.005555555555555556	0.002777777777777778
0.010958904109589041	0.0027397260273972603
0.008287292817679558	0.0055248618784530384
0.0028011204481792717	0.0028011204481792717
0.00558659217877095	0.00558659217877095
0.02717391304347826	0.005434782608695652
0.013513513513513514	0.002702702702702703
0.0027100271002710027	0.013550135501355014
0.008241758241758242	0.005494505494505495
0.016713091922005572	0
0.013966480446927373	0.002793296089385475
0.0055248618784530384	0.008287292817679558
0.0027247956403269754	0.005449591280653951
0.010752688172043012	0.002688172043010753
0.008130081300813009	0.008130081300813009
0.00819672131147541	0.00819672131147541
0.0055248618784530384	0.008287292817679558
0.013477088948787063	0.008086253369272238
0.005434782608695652	0.002717391304347826
0.002688172043010753	0.002688172043010753
0.005494505494505495	0
0.005494505494505495	0.005494505494505495
0.00546448087431694	0.00273224043715847
0.005390835579514825	0.0026954177897574125
0.010869565217391304	0.005434782608695652
0.0056022408963585435	0
0.013513513513513514	0.008108108108108109
0.008108108108108109	0
0.008152173913043478	0.005434782608695652
0.005449591280653951	0
0.008152173913043478	0
0.002717391304347826	0.002717391304347826
0.005434782608695652	0
0.011049723756906077	0.0027624309392265192
0.0028169014084507044	0.005633802816901409
0.00821917808219178	0.00821917808219178
0.010869565217391304	0
0.016304347826086956	0.005434782608695652
0.01084010840108401	0.0027100271002710027
0.00821917808219178	0.00821917808219178
0.005509641873278237	0.013774104683195593
0.0027624309392265192	0.0055248618784530384
0.008086253369272238	0.0026954177897574125
0.010752688172043012	0
0.0027100271002710027	0.008130081300813009
0.00554016620498615	0.002770083102493075
0.016666666666666666	0.005555555555555556
0.0110803324099723	0.00554016620498615
0.0027472527472527475	0.005494505494505495
0.00821917808219178	0.0027397260273972603
0.008287292817679558	0.0055248618784530384
0.010869565217391304	0
0.008264462809917356	0.005509641873278237
0.00819672131147541	0.00546448087431694
0.0027624309392265192	0.008287292817679558
0.008310249307479225	0
0.008241758241758242	0.0027472527472527475
0.0027397260273972603	0
0.00546448087431694	0.00546448087431694
0.005479452054794521	0.0027397260273972603
0.0027247956403269754	0
0.00554016620498615	0.00554016620498615
0.01639344262295082	0
0.01098901098901099	0
0.013888888888888888	0
0.0110803324099723	0.00554016620498615
0.005494505494505495	0.005494505494505495
0.0027247956403269754	0.005449591280653951
0.019337016574585635	0.0055248618784530384
0.010899182561307902	0.005449591280653951
0.008264462809917356	0
0.008264462809917356	0.005509641873278237
0.008086253369272238	0.0026954177897574125
0	0.008108108108108109
0.016713091922005572	0.011142061281337047
0.0136986301369863	0
0.0110803324099723	0.002770083102493075
0.002717391304347826	0.002717391304347826
0.002688172043010753	0.013440860215053764
0.005449591280653951	0.005449591280653951
0.00821917808219178	0.005479452054794521
0.01634877384196185	0
0.008174386920980926	0
0.010869565217391304	0.002717391304347826
0.008152173913043478	0.005434782608695652
0.005698005698005698	0.005698005698005698
0.01675977653631285	0
0.010899182561307902	0.005449591280653951
0.00546448087431694	0.00273224043715847
0.0136986301369863	0.005479452054794521
0.005494505494505495	0.0027472527472527475
0.016483516483516484	0
0.002770083102493075	0
0.008241758241758242	0.0027472527472527475
0.0110803324099723	0.002770083102493075
0	0
0.00821917808219178	0.005479452054794521
0.0111731843575419	0.002793296089385475
0.008241758241758242	0
0.008174386920980926	0
0.002777777777777778	0.005555555555555556
0.011049723756906077	0.008287292817679558
0.00821917808219178	0
0.013774104683195593	0.0027548209366391185
0.008426966292134831	0.0056179775280898875
0.002849002849002849	0
0.016304347826086956	0.002717391304347826
0.005434782608695652	0.008152173913043478
0.011111111111111112	0.005555555555555556
0.01098901098901099	0
0.0110803324099723	0.002770083102493075
0.0056179775280898875	0.0028089887640449437
0.0027247956403269754	0.0027247956403269754
0	0.0028169014084507044
0.008356545961002786	0.002785515320334262
0.002785515320334262	0.005571030640668524
0.005633802816901409	0
0.0113314447592068	0.0084985835694051
0.00821917808219178	0.0027397260273972603
0.005479452054794521	0.005479452054794521
0.00819672131147541	0.00819672131147541
0.005698005698005698	0.002849002849002849
0	0.005449591280653951
0.013966480446927373	0.0111731843575419
0.005571030640668524	0.005571030640668524
0.013966480446927373	0.00558659217877095
0.022284122562674095	0
0.0056022408963585435	0.011204481792717087
0.005633802816901409	0.008450704225352112
0.005555555555555556	0
0.0110803324099723	0.00554016620498615
0.013550135501355014	0.0027100271002710027
0.00819672131147541	0
0.008174386920980926	0.0027247956403269754
0.002824858757062147	0.005649717514124294
0.0221606648199446	0.00554016620498615
0.00558659217877095	0
0.008264462809917356	0
0.0136986301369863	0.005479452054794521
0.00273224043715847	0.00273224043715847
0.0110803324099723	0.008310249307479225
0.005494505494505495	0.0027472527472527475
0.00819672131147541	0.00273224043715847
0.010869565217391304	0
0.005555555555555556	0.002777777777777778
0.008356545961002786	0.002785515320334262
0.00819672131147541	0.00819672131147541
0.005494505494505495	0
0.00546448087431694	0.00546448087431694
0	0.0028011204481792717
0.013477088948787063	0.005390835579514825
0.008310249307479225	0.00554016620498615
0.005420054200542005	0.0027100271002710027
0.011049723756906077	0.0055248618784530384
0.008174386920980926	0.005449591280653951
0.005494505494505495	0.0027472527472527475
0.008287292817679558	0
0.0027472527472527475	0.005494505494505495
0.005434782608695652	0.005434782608695652
0.011235955056179775	0
0.005390835579514825	0.005390835579514825
0	0
0.008174386920980926	0.013623978201634877
0.011049723756906077	0.0027624309392265192
0.0027472527472527475	0.005494505494505495
0.0027397260273972603	0.00821917808219178
0.008287292817679558	0.0027624309392265192
0.0055248618784530384	0.0027624309392265192
0.01084010840108401	0
0.005555555555555556	0
0.01366120218579235	0
0.005479452054794521	0.0027397260273972603
0.01358695652173913	0.01358695652173913
0.002777777777777778	0.002777777777777778
0.01098901098901099	0
0.0055248618784530384	0.016574585635359115
0.011019283746556474	0.011019283746556474
0.0027472527472527475	0.005494505494505495
0.002777777777777778	0
0.008356545961002786	0.002785515320334262
0.01098901098901099	0
0.011111111111111112	0.008333333333333333
0.018970189701897018	0.0027100271002710027
0.002717391304347826	0.002717391304347826
0.0136986301369863	0.0027397260273972603
0.0055248618784530384	0.0055248618784530384
0.0027472527472527475	0
0.013850415512465374	0.002770083102493075
0.008264462809917356	0.005509641873278237
0.01092896174863388	0.00273224043715847
0.0027100271002710027	0.005420054200542005
0.01662049861495845	0.00554016620498615
0.00819672131147541	0
0	0
0.0111731843575419	0
0.011142061281337047	0.005571030640668524
0.008152173913043478	0.002717391304347826
0.0027100271002710027	0.0027100271002710027
0.010869565217391304	0
0.002777777777777778	0.002777777777777778
0.002770083102493075	0.002770083102493075
0.002785515320334262	0.005571030640668524
0.0028089887640449437	0.0056179775280898875
0.0027247956403269754	0
0.01084010840108401	0.016260162601626018
0.011142061281337047	0.008356545961002786
0.00554016620498615	0.00554016620498615
0.0056022408963585435	0.0028011204481792717
0.019498607242339833	0.005571030640668524
0.00546448087431694	0
0.01084010840108401	0
0.00819672131147541	0.00546448087431694
0.002777777777777778	0.002777777777777778
0.014044943820224719	0.008426966292134831
0.008130081300813009	0.01084010840108401
0.013623978201634877	0
0.010958904109589041	0.0027397260273972603
0.005449591280653951	0.005449591280653951
0.0110803324099723	0.002770083102493075
0.013736263736263736	0.005494505494505495
0.005571030640668524	0.002785515320334262
0.008264462809917356	0
0.008264462809917356	0
0.011049723756906077	0.0027624309392265192
0.00273224043715847	0.00546448087431694
0.01084010840108401	0.005420054200542005
0.0110803324099723	0
0.013736263736263736	0.0027472527472527475
0.005509641873278237	0.005509641873278237
0.008379888268156424	0.002793296089385475
0.010869565217391304	0
0.008130081300813009	0.005420054200542005
0.005390835579514825	0.0026954177897574125
0.013736263736263736	0.0027472527472527475
0.010666666666666666	0.008
0.005390835579514825	0.0026954177897574125
0.002717391304347826	0.008152173913043478
0.005420054200542005	0.005420054200542005
0.005319148936170213	0.0026595744680851063
0.016260162601626018	0.0027100271002710027
0.011235955056179775	0.0056179775280898875
0.008021390374331552	0.0053475935828877
0.005420054200542005	0
0.010810810810810811	0.002702702702702703
0.01084010840108401	0
0.008086253369272238	0.0026954177897574125
0.008	0.008
0.010638297872340425	0.010638297872340425
0.01078167115902965	0.013477088948787063
0.002652519893899204	0.005305039787798408
0.010869565217391304	0.002717391304347826
0.019021739130434784	0.002717391304347826
0.013477088948787063	0.008086253369272238
0.005361930294906166	0.005361930294906166
0.00804289544235925	0.002680965147453083
0.0027397260273972603	0
0.0027397260273972603	0.005479452054794521
0.005434782608695652	0.002717391304347826
0.013297872340425532	0.005319148936170213
0.00546448087431694	0
0	0
0.013774104683195593	0.0027548209366391185
0.01092896174863388	0.00546448087431694
0.005571030640668524	0.011142061281337047
0.005390835579514825	0.0026954177897574125
0.005420054200542005	0.008130081300813009
0.013513513513513514	0.002702702702702703
0.0026954177897574125	0.008086253369272238
0.002702702702702703	0
0.005449591280653951	0.0027247956403269754
0.010723860589812333	0.005361930294906166
0.010958904109589041	0.005479452054794521
0.008287292817679558	0.0055248618784530384
0.005405405405405406	0.005405405405405406
0.008264462809917356	0.0027548209366391185
0.005434782608695652	0.005434782608695652
0.005376344086021506	0.008064516129032258
0.0055248618784530384	0.0055248618784530384
0.01871657754010695	0.0053475935828877
0.013812154696132596	0.008287292817679558
0.0027548209366391185	0.008264462809917356
0.005479452054794521	0.0027397260273972603
0.005434782608695652	0
0.008152173913043478	0
0.005509641873278237	0.008264462809917356
0.010869565217391304	0
0.00273224043715847	0
0.0027100271002710027	0
0.008287292817679558	0.0055248618784530384
0.008241758241758242	0.0027472527472527475
0.010869565217391304	0.008152173913043478
0.01366120218579235	0
0.005633802816901409	0.0028169014084507044
0.01084010840108401	0
0.005434782608695652	0.005434782608695652
0	0.008310249307479225
0.008021390374331552	0.00267379679144385
0.00546448087431694	0.00273224043715847
0.008174386920980926	0.0027247956403269754
